age,workclass,education,education_years,marital_status,occupation,relationship,race,sex,hours_week,country,permit,stress
53,,Bachelors,13,Divorced,,Other-relative,Other,Female,20,United-States,M,0
28,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,,Male,40,United-States,D,0
47,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,,Female,40,United-States,D,0
20,,Some-college,10,Never-married,,Own-child,,Female,40,United-States,B,0
68,Private,Some-college,10,Divorced,Other-service,Not-in-family,,Female,40,United-States,M,0
63,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,,Male,50,United-States,D,1
19,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Male,30,United-States,M,0
22,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,,Female,40,United-States,D,0
31,Private,HS-grad,9,Never-married,Transport-moving,Other-relative,Black,Female,35,United-States,D,0
65,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,,Male,40,United-States,B,0
55,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,,Female,40,United-States,A,0
19,Private,HS-grad,9,Never-married,Sales,Not-in-family,,Female,40,United-States,B,0
27,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,,Female,40,United-States,C,0
51,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,,Male,60,United-States,C,1
38,Private,Bachelors,13,Separated,Prof-specialty,Unmarried,,Male,40,United-States,C,0
33,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,,Female,40,United-States,M,0
39,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,,Male,60,United-States,C,1
65,,HS-grad,9,Widowed,,Unmarried,,Female,40,United-States,C,0
31,Private,Assoc-acdm,12,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,40,Philippines,M,0
59,Private,Some-college,10,Never-married,Adm-clerical,Own-child,,Female,34,United-States,C,0
26,Private,Bachelors,13,Never-married,Adm-clerical,Other-relative,,Female,50,United-States,D,0
60,Private,Some-college,10,Married-civ-spouse,Sales,Husband,,Male,40,United-States,B,0
45,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,,Male,40,United-States,D,0
41,Local-gov,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,,Male,40,United-States,A,1
34,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,D,1
24,Local-gov,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,,Female,20,,C,0
46,Private,11th,7,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,C,1
33,Private,HS-grad,9,Divorced,Adm-clerical,Other-relative,,Female,40,United-States,D,0
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,B,0
62,,9th,5,Never-married,,Unmarried,,Female,40,Dominican-Republic,D,0
31,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,A,0
37,Private,HS-grad,9,Divorced,Sales,Not-in-family,Black,Female,20,United-States,A,0
48,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40,United-States,B,0
31,Private,9th,5,Never-married,Sales,Unmarried,,Female,20,United-States,B,0
74,Self-emp-not-inc,Prof-school,15,Divorced,Prof-specialty,Other-relative,,Male,40,United-States,C,0
30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,,Female,50,United-States,M,1
55,Private,10th,6,Married-civ-spouse,Sales,Wife,Black,Female,40,United-States,D,0
69,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,,Female,24,United-States,C,0
45,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,,Female,40,United-States,D,0
43,Private,HS-grad,9,Separated,Exec-managerial,Unmarried,Black,Female,40,United-States,D,0
42,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,,Male,45,United-States,B,0
41,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,,Male,40,United-States,B,1
42,Local-gov,Some-college,10,Never-married,Craft-repair,Not-in-family,,Male,40,United-States,A,0
64,Private,11th,7,Widowed,Tech-support,Unmarried,,Female,16,United-States,C,0
22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,,Female,40,United-States,M,0
26,Private,Masters,14,Never-married,Exec-managerial,Own-child,,Female,40,United-States,C,0
30,Private,Some-college,10,Divorced,Sales,Own-child,,Female,20,United-States,C,0
59,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,,Male,40,England,B,1
19,Private,HS-grad,9,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,24,United-States,A,0
35,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,,Male,50,United-States,M,0
27,Private,HS-grad,9,Never-married,Other-service,Not-in-family,,Male,40,Puerto-Rico,M,0
43,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,,Male,40,United-States,M,1
25,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,,Female,40,Columbia,A,0
45,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,,Male,50,United-States,D,1
28,,Bachelors,13,Married-civ-spouse,,Not-in-family,Asian-Pac-Islander,Female,10,Taiwan,A,0
51,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,,Male,40,United-States,M,0
47,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,Black,Female,40,United-States,D,0
90,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,,Female,40,England,C,1
30,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,,Male,45,United-States,C,0
36,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,,Female,4,United-States,D,0
31,Private,Masters,14,Divorced,Sales,Not-in-family,Other,Female,30,United-States,C,0
43,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,,Male,50,United-States,B,1
23,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,,Female,40,United-States,C,0
90,,1st-4th,2,Widowed,,Not-in-family,Black,Female,40,United-States,D,0
57,Private,Some-college,10,Widowed,Adm-clerical,Unmarried,,Female,38,United-States,D,1
65,Private,10th,6,Divorced,Transport-moving,Not-in-family,,Female,28,United-States,D,0
36,Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,,Female,35,United-States,M,0
21,Private,Some-college,10,Never-married,Tech-support,Own-child,,Female,35,United-States,C,0
42,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,,Female,35,United-States,B,0
64,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,50,United-States,A,0
41,Local-gov,Assoc-voc,11,Divorced,Craft-repair,Unmarried,,Female,45,United-States,C,0
47,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,,Female,40,United-States,C,0
49,Private,11th,7,Divorced,Exec-managerial,Not-in-family,,Female,38,United-States,C,0
30,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,,Female,55,United-States,B,0
56,Local-gov,12th,8,Never-married,Transport-moving,Not-in-family,,Male,40,United-States,B,0
25,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,,Male,40,United-States,C,0
35,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,,Female,42,United-States,B,1
20,Private,Some-college,10,Never-married,Sales,Own-child,,Female,16,United-States,C,0
25,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Other,Male,50,United-States,C,0
31,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,,Male,45,United-States,D,0
49,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,,Male,60,United-States,D,1
28,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,,Female,40,United-States,A,0
23,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,,Female,35,United-States,B,0
38,Local-gov,Some-college,10,Never-married,Prof-specialty,Own-child,,Male,40,United-States,B,0
37,Federal-gov,HS-grad,9,Divorced,Tech-support,Unmarried,,Female,40,United-States,M,0
19,State-gov,HS-grad,9,Never-married,Tech-support,Own-child,,Female,40,United-States,D,0
30,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Not-in-family,,Female,40,United-States,D,0
34,Private,Bachelors,13,Never-married,Sales,Not-in-family,,Female,15,United-States,C,0
33,Private,HS-grad,9,Never-married,Sales,Not-in-family,,Female,35,United-States,M,0
39,Self-emp-not-inc,9th,5,Married-civ-spouse,Farming-fishing,Other-relative,,Male,40,Cuba,B,0
50,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,40,United-States,A,0
60,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Other,Male,32,United-States,D,1
47,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,,B,1
46,Local-gov,1st-4th,2,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,20,United-States,B,0
28,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,,Female,15,United-States,D,0
31,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,,Male,45,Honduras,M,0
30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,B,0
66,,Assoc-voc,11,Widowed,,Not-in-family,,Female,30,United-States,A,0
30,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,,Male,40,United-States,D,1
26,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,,Male,45,United-States,B,0
49,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,,Male,40,United-States,B,1
38,Local-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,,Female,43,United-States,D,1
28,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,,Female,5,United-States,A,0
64,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,,Female,40,United-States,C,0
22,Private,Some-college,10,Never-married,Sales,Own-child,Black,Male,40,United-States,M,0
34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,,Male,48,United-States,C,0
23,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,,Male,40,United-States,C,0
28,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,M,0
32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,A,0
26,Self-emp-not-inc,10th,6,Never-married,Prof-specialty,Not-in-family,,Female,32,United-States,C,0
43,State-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,,Female,36,United-States,B,0
21,Private,Some-college,10,Never-married,Sales,Own-child,,Male,32,United-States,A,0
23,Private,10th,6,Never-married,Craft-repair,Own-child,,Male,44,United-States,C,0
22,Private,12th,8,Never-married,Handlers-cleaners,Other-relative,,Male,40,United-States,B,0
45,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,M,0
41,Local-gov,Some-college,10,Divorced,Protective-serv,Unmarried,,Female,40,United-States,M,0
30,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,,Female,30,United-States,M,0
54,Local-gov,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,D,0
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,,Female,25,United-States,A,0
48,Private,Some-college,10,Never-married,Sales,Unmarried,Black,Female,40,United-States,A,0
52,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,,Female,43,United-States,A,0
34,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,,Male,50,United-States,B,0
45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,,Male,80,United-States,C,1
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,,Male,40,Yugoslavia,B,0
21,Private,7th-8th,4,Never-married,Sales,Other-relative,,Male,48,Mexico,A,0
43,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,35,United-States,D,0
22,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,,Female,60,United-States,A,0
73,Local-gov,5th-6th,3,Married-civ-spouse,Prof-specialty,Husband,,Male,6,United-States,B,0
28,Private,Some-college,10,Never-married,Adm-clerical,Own-child,,Male,40,United-States,D,0
32,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,,Female,50,United-States,B,1
49,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,,Male,40,United-States,A,1
21,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,M,0
49,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,,Female,50,United-States,D,1
25,Private,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,,Female,40,United-States,M,0
59,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,,Female,14,Cuba,M,1
65,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,,Male,55,United-States,M,0
27,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,,Male,45,United-States,C,0
49,Self-emp-inc,Some-college,10,Divorced,Exec-managerial,Unmarried,,Female,32,United-States,D,0
32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,,Female,40,United-States,C,1
24,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,,Female,40,United-States,B,0
38,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,,Female,22,United-States,D,0
70,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,,Male,30,United-States,A,0
44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,,Male,50,United-States,M,0
44,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,,Female,57,United-States,A,0
29,Private,HS-grad,9,Separated,Sales,Unmarried,Black,Female,30,United-States,C,0
17,,10th,6,Never-married,,Own-child,,Female,4,United-States,D,0
49,,Some-college,10,Widowed,,Unmarried,,Female,28,United-States,B,0
20,,HS-grad,9,Never-married,,Own-child,,Female,5,United-States,B,0
49,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,,Male,60,,A,1
26,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,,Male,52,United-States,B,0
42,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,,Female,40,United-States,D,1
35,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,,Male,44,United-States,A,0
33,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,B,0
33,,HS-grad,9,Never-married,,Not-in-family,,Male,40,United-States,B,0
55,Private,HS-grad,9,Divorced,Sales,Unmarried,,Female,40,United-States,C,0
41,Private,12th,8,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,,A,0
45,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,,Female,30,United-States,C,0
33,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Male,40,United-States,A,0
30,Private,Bachelors,13,Never-married,Exec-managerial,Unmarried,,Female,45,United-States,C,1
50,Private,9th,5,Divorced,Handlers-cleaners,Not-in-family,,Male,50,United-States,A,0
33,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,,Male,40,United-States,B,0
32,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,,Female,40,United-States,C,0
38,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,,Male,56,United-States,D,1
27,Private,Some-college,10,Divorced,Other-service,Unmarried,,Female,40,Peru,A,0
24,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,,Male,98,United-States,M,0
20,,HS-grad,9,Never-married,,Other-relative,,Female,35,United-States,B,0
46,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,,Male,43,United-States,B,0
29,Private,11th,7,Separated,Other-service,Not-in-family,,Female,42,United-States,D,0
68,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,,Male,40,United-States,A,1
60,Private,7th-8th,4,Divorced,Sales,Not-in-family,,Female,40,United-States,B,0
38,Private,Some-college,10,Married-civ-spouse,Transport-moving,Wife,,Female,35,United-States,A,0
30,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,,Female,30,United-States,B,0
37,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40,United-States,B,1
41,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,,Female,50,United-States,A,1
30,,HS-grad,9,Never-married,,Own-child,,Male,30,United-States,D,0
50,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,,Male,50,United-States,C,1
32,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,,Female,40,United-States,C,0
49,Private,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,,Male,45,United-States,M,0
31,,Assoc-acdm,12,Never-married,,Own-child,,Female,25,United-States,M,0
17,Private,10th,6,Never-married,Sales,Own-child,,Male,15,United-States,C,0
20,Private,Some-college,10,Never-married,Other-service,Not-in-family,,Female,35,United-States,C,0
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,A,0
46,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,A,1
40,Local-gov,HS-grad,9,Divorced,Sales,Not-in-family,,Female,50,United-States,C,0
35,,11th,7,Separated,,Not-in-family,,Female,60,United-States,D,0
68,Self-emp-not-inc,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,,Female,20,United-States,D,0
45,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,Japan,C,0
66,Private,HS-grad,9,Widowed,Exec-managerial,Not-in-family,,Female,25,United-States,A,0
71,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,,Male,50,United-States,M,0
68,Self-emp-inc,HS-grad,9,Widowed,Sales,Unmarried,,Female,15,United-States,A,0
44,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,,Male,40,United-States,B,0
29,Private,Bachelors,13,Never-married,Exec-managerial,Unmarried,Black,Female,40,United-States,B,0
71,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,15,United-States,M,0
52,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,,Male,38,United-States,D,0
20,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,,Female,40,United-States,M,0
61,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,,Male,20,United-States,C,0
20,Private,Some-college,10,Never-married,Sales,Not-in-family,,Female,25,United-States,C,0
35,Private,Bachelors,13,Divorced,Other-service,Not-in-family,,Female,40,United-States,M,0
33,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,,Male,40,United-States,D,0
55,Self-emp-not-inc,10th,6,Married-civ-spouse,Other-service,Husband,,Male,35,United-States,A,0
44,Private,HS-grad,9,Never-married,Other-service,Other-relative,,Female,15,United-States,D,0
36,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,,Male,40,United-States,B,0
45,Private,11th,7,Married-civ-spouse,Sales,Wife,,Female,32,United-States,D,0
47,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,,Male,40,Portugal,D,0
39,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,,Male,50,United-States,A,1
23,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,,Female,40,United-States,C,0
41,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,,Female,35,United-States,C,0
31,Private,Some-college,10,Divorced,Sales,Not-in-family,,Female,15,United-States,C,0
36,Private,5th-6th,3,Separated,Priv-house-serv,Unmarried,Other,Female,35,Mexico,C,0
66,Private,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,,Female,35,United-States,D,0
54,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,,Male,40,United-States,M,1
38,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,,Male,45,United-States,M,1
61,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,Japan,D,0
19,,Some-college,10,Never-married,,Own-child,,Male,16,United-States,B,0
17,,11th,7,Never-married,,Own-child,Black,Female,40,Trinadad&Tobago,B,0
26,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,,Male,40,United-States,A,1
37,Private,Masters,14,Never-married,Other-service,Not-in-family,,Male,50,United-States,C,0
35,Private,12th,8,Separated,Sales,Not-in-family,,Female,30,United-States,A,0
40,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,,Female,45,United-States,B,0
29,Local-gov,HS-grad,9,Never-married,Handlers-cleaners,Own-child,,Female,37,United-States,M,0
33,Local-gov,HS-grad,9,Divorced,Craft-repair,Unmarried,,Male,40,United-States,B,0
39,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,,Female,39,United-States,M,0
47,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,,Male,50,United-States,M,1
37,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,,Male,60,United-States,B,1
30,Private,HS-grad,9,Never-married,Other-service,Not-in-family,,Female,40,United-States,B,0
33,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,,Male,30,United-States,D,0
45,Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Black,Female,40,United-States,M,0
43,Private,Some-college,10,Divorced,Prof-specialty,Unmarried,,Male,45,United-States,C,0
59,Private,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,,Female,40,United-States,M,0
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Unmarried,,Male,50,United-States,A,0
66,State-gov,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Black,Male,55,United-States,M,1
27,Self-emp-not-inc,11th,7,Married-civ-spouse,Exec-managerial,Husband,,Male,50,United-States,C,0
33,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,,Male,40,United-States,B,1
35,Private,HS-grad,9,Divorced,Sales,Not-in-family,,Female,40,United-States,B,0
25,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,,Female,40,United-States,A,0
28,Private,10th,6,Never-married,Transport-moving,Other-relative,,Male,40,Mexico,M,0
20,,Some-college,10,Never-married,,Own-child,,Female,45,United-States,C,0
49,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,,Female,40,United-States,C,1
41,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,D,0
48,Self-emp-not-inc,Prof-school,15,Divorced,Prof-specialty,Unmarried,,Male,63,United-States,C,1
28,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,A,0
21,Private,Some-college,10,Never-married,Sales,Own-child,,Female,40,United-States,M,0
45,Local-gov,Bachelors,13,Divorced,Protective-serv,Not-in-family,,Male,40,United-States,D,1
48,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,,Male,45,United-States,D,0
24,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,,Male,40,United-States,D,0
52,Self-emp-inc,Masters,14,Divorced,Exec-managerial,Not-in-family,Black,Female,50,United-States,A,0
34,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,,Male,50,United-States,A,0
24,,Bachelors,13,Divorced,,Not-in-family,,Female,40,United-States,D,0
42,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,,Female,40,United-States,D,0
20,,Some-college,10,Never-married,,Own-child,,Male,50,United-States,D,0
22,Private,10th,6,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,30,United-States,B,0
20,Private,9th,5,Never-married,Transport-moving,Own-child,,Male,28,United-States,A,0
23,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,,Female,35,United-States,M,0
70,,Some-college,10,Married-civ-spouse,,Husband,,Male,30,United-States,M,0
30,Private,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,,Male,30,United-States,D,0
42,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,,Male,25,United-States,B,1
18,Private,11th,7,Never-married,Sales,Not-in-family,,Female,20,United-States,A,0
47,Private,Masters,14,Divorced,Prof-specialty,Unmarried,,Female,40,United-States,C,0
35,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,40,United-States,C,0
20,,Some-college,10,Never-married,,Own-child,,Female,10,United-States,A,0
18,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,,Female,40,United-States,B,0
40,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,,Male,40,United-States,C,0
54,Federal-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,,Male,48,United-States,M,1
59,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,,Female,38,United-States,M,0
30,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,,Male,45,United-States,D,1
41,Private,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,,Male,20,United-States,M,0
64,Local-gov,5th-6th,3,Divorced,Sales,Not-in-family,,Female,45,,C,0
35,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,35,United-States,M,0
41,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,,Female,50,United-States,B,1
20,Private,Some-college,10,Never-married,Other-service,Own-child,,Female,20,United-States,M,0
31,Private,HS-grad,9,Divorced,Sales,Unmarried,,Female,30,United-States,M,0
52,Private,5th-6th,3,Widowed,Sales,Unmarried,,Female,40,Mexico,B,0
38,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,,Female,42,United-States,D,0
21,Private,HS-grad,9,Never-married,Sales,Own-child,,Female,35,United-States,M,0
55,Self-emp-inc,Some-college,10,Married-civ-spouse,Other-service,Husband,,Male,40,United-States,D,1
36,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,,Male,40,United-States,D,0
41,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,,Male,40,Poland,D,0
52,Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,,Male,60,United-States,B,1
55,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,,Male,40,United-States,A,1
37,Private,Bachelors,13,Separated,Tech-support,Not-in-family,Asian-Pac-Islander,Male,40,Philippines,A,0
35,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,,Male,40,United-States,D,1
41,Private,HS-grad,9,Separated,Sales,Unmarried,,Female,40,Mexico,A,0
33,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,,Female,40,United-States,A,0
64,Federal-gov,Assoc-acdm,12,Separated,Prof-specialty,Not-in-family,,Female,40,United-States,M,1
29,Private,7th-8th,4,Married-civ-spouse,Sales,Wife,,Female,40,Mexico,D,0
36,Private,HS-grad,9,Never-married,Sales,Not-in-family,,Male,40,United-States,D,0
29,Private,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,Other,Female,40,Columbia,A,0
27,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,,Male,35,Ireland,A,0
23,Private,Assoc-voc,11,Never-married,Sales,Own-child,,Male,20,United-States,C,0
24,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,,Female,45,United-States,C,0
36,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,B,1
50,Local-gov,HS-grad,9,Widowed,Handlers-cleaners,Unmarried,,Female,40,United-States,C,0
24,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,,Female,25,United-States,A,0
41,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,55,Taiwan,M,1
42,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,,Male,38,United-States,D,0
30,,HS-grad,9,Married-civ-spouse,,Husband,Black,Male,40,United-States,B,0
